id,label,statement,subject,speaker,job,state,party,barely_true,false,half_true,mostly_true,pants_fire,context
10809.json,0.0,hate speech is excluded from protection under the first amendment,"legal-issues,supreme-court",chris-cuomo,,,journalist,0.0,1.0,0.0,0.0,0.0,a Tweet
3607.json,0.0,the top 1 percent of incomeearners pay about 40 percent of all taxes into the federal government,"federal-budget,taxes",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,"an interview on NBC's ""Today"" show"
2437.json,0.0,more people were killed in the united states last year by tainted food than us troops killed in iraq and afghanistan since the wars began,"afghanistan,food-safety,iraq",ted-ankrum,Retired,Texas,democrat,0.0,1.0,0.0,1.0,0.0,an e-mail blast.
2822.json,1.0,re marco rubios support of earmark ban in 2002 alone he requested 37 earmarks worth 43 million,"federal-budget,state-budget",steven-schale,,Florida,democrat,1.0,0.0,0.0,0.0,0.0,a posting on Twitter.
936.json,0.0,there is a provision in the economic stimulus plan that means that students cannot meet together in their dorms if that dorm has been repaired with this federal money and have a prayer group or a bible study,"economy,education,stimulus",jim-demint,"President, Heritage Foundation",South Carolina,republican,4.0,4.0,0.0,0.0,1.0,a speech on the Senate floor.
1279.json,1.0,the obama administration notified poland and the czech republic about cancellation of major missiledefense facilities at the last minute in midnight phone calls,"foreign-policy,military",dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,a speech to the Center for Security Policy
6028.json,0.0,says city leadership is threatening to lay off police and emergency services personnel to balance the budget,"city-budget,public-safety",memphis-police-association,Memphis police union,Tennessee,organization,0.0,1.0,0.0,0.0,0.0,a commercial.
5294.json,1.0,one out of every three automobile fatalities can be attributed to alcohol,"Alcohol,drugs",nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a television commercial
8529.json,1.0,a million people could get health insurance right away if texas expanded medicaid under obamacare,"health-care,medicaid",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,remarks at a Dallas synagogue
12668.json,0.0,says markkirk called for the mass arrest of 18000 african americans andwas apparently fine with trumps stilltooracist call for mass deportation,"crime,guns,public-safety",tammy-duckworth,U.S. Representative ,Illinois,democrat,1.0,1.0,0.0,1.0,0.0,a tweet
2247.json,1.0,warren buffett called credit default swaps financial weapons of mass destruction and greene was the first individual to use them,"candidates-biography,financial-regulation,message-machine",kendrick-meek,,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a TV ad.
11097.json,1.0,the murder rate in atlanta is on the rise this year,"crime,public-safety",atlanta-neighborhood-association,,,none,0.0,0.0,0.0,0.0,0.0,an online community forum
5001.json,0.0,george allencast the deciding votefor the 2003bushtax cuts,"taxes,voting-record",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a debate.
11172.json,1.0,as governor of florida i defunded planned parenthood,abortion,jeb-bush,,Florida,republican,17.0,5.0,17.0,24.0,2.0,comments at a GOP debate in Cleveland
11454.json,0.0,german citizens were disarmed by their government in the late 1930s which allowed the nazis to carry out their evil intentions with relatively little resistance,"guns,history",ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,"his book ""A More Perfect Union"""
3496.json,0.0,before this federal health care law was enacted florida parents were able to purchase inexpensive childonly coverage for their children the laws consumer protections have now eliminated that choice in florida,"children,florida,health-care",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,an opinion article published in the 'Tampa Tribune'
9977.json,0.0,this congressadjourned earliest of any time in congressional history before an election,"congress,elections,history",laura-ingraham,Political commentator and radio talk show host,,none,2.0,5.0,1.0,0.0,1.0,"comments on ABC's ""This Week"""
7811.json,0.0,fortysix cents of every dollar ohio could get for medicaid expansion is going to come from china or some other country that doesnt like us very much,"debt,health-care,taxes",ron-maag,State representative,Ohio,republican,1.0,1.0,0.0,0.0,0.0,a statement during a state House Finance and Appropriations Committee hearing
2762.json,0.0,congressman nye voted against a bill which would have defunded the 510 billion the irs needed toimplement health care legislation,health-care,scott-rigell,U.S. Congressman,Virginia,republican,2.0,2.0,0.0,1.0,0.0,a statment on his website
1783.json,1.0,greece has a gdp the size of the dallasfort worth metroplex,"economy,foreign-policy,pundits",george-will,Columnist,Maryland,columnist,7.0,6.0,3.0,5.0,1.0,a roundtable segment on ABC's This Week
8770.json,1.0,trey radel does not even qualify to drive a lee county school bus at this point yet he occupies a seat in congress,"congress,drugs",mike-scott,Lee County sheriff,Florida,republican,0.0,0.0,0.0,0.0,0.0,a Facebook post
12942.json,0.0,on the transpacific partnership,trade,pat-toomey,Candidate for U.S. Senate,Pennsylvania,republican,3.0,2.0,2.0,1.0,0.0,an op-ed in the Pittsburgh Post-Gazette.
711.json,0.0,obamas ten point plan to change the second amendmentban the manufacture sale and possession of handguns,guns,national-rifle-association,,,none,3.0,5.0,1.0,5.0,3.0,a direct mail piece
13260.json,1.0,weve had muslims in america since george washington,"history,immigration",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,the second presidential debate
11287.json,0.0,says bernie sanders opposes requiring all children to have a k12 education,education,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,a shareable graphic on the Web
9541.json,0.0,as alaskas attorney general us senate candidate dan sullivan successfully fought to protect our second amendment rights and passed stand your ground,"candidates-biography,crime,criminal-justice,guns,job-accomplishments",dan-sullivan,Alaska Department of Public Resources commissioner,Alaska,republican,2.0,2.0,1.0,0.0,0.0,a radio ad
11130.json,0.0,says his political opponents brought 100000 protesters into our state,"government-regulation,job-accomplishments,labor,state-budget,unions,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,an interview
11528.json,0.0,texas 2 in nation for new gun purchases behind california,guns,greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,a tweet
227.json,1.0,productivity has risen 18 percent yet wages have stayed flat there are 5million more people in poverty here in our country than there were in 2000,economy,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"New York, N.Y."
5432.json,0.0,the president gave the auto companies to the uaw,unions,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a primary debate in Arizona
1161.json,1.0,since world war ii only gerald ford and bill clinton have had worse ratings after seven months than president obama,candidates-biography,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,an op-ed in The Washington Post
787.json,1.0,under barack obamas health care proposal if youve got a health care plan that you like you can keep it,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Nashville, Tenn."
12583.json,1.0,the major immigration issue was about poles and bulgarians and romanians and that they werent contributing economically the unemployment rate among poles in britain is lower than the unemployment rate among brits,"economy,immigration,jobs",david-miliband,,,none,0.0,0.0,0.0,1.0,0.0,"comments on ""Meet the Press"""
6222.json,0.0,under the health care law everybody will have lower rates better quality care and better access,health-care,nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,on 'Meet the Press'
13519.json,0.0,trumps health secretary pick wants a medicare phaseout by summer 2017,"health-care,medicare",winning-democrats,,,democrat,0.0,1.0,0.0,0.0,0.0,an article
1196.json,0.0,health insurance companies deny 1 out of 5 treatments prescribed by doctors,health-care,health-care-america-now,health care reform advocacy group,"Washington, D.C.",none,2.0,1.0,0.0,0.0,0.0,a television advertisement
5245.json,1.0,the united states is no longer top nation in the globe on infrastructure having fallen to 15th,infrastructure,steve-cohen,U.S. Representative,Tennessee,democrat,0.0,0.0,1.0,0.0,1.0,a speech on the floor of the U.S. House of Representatives.
3148.json,1.0,says the united states does not trade as much as other developed nations,"economy,trade",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a speech to the Toledo Regional Chamber of Commerce
10652.json,1.0,ted cruz was the longestserving solicitor general in the history of texas,"candidates-biography,legal-issues",jerry-falwell,"chancellor and president, Liberty University",Virginia,none,0.0,0.0,0.0,0.0,0.0,a speech introducing Ted Cruz at Liberty University
10391.json,0.0,polls on legalizing samesex marriage are not dramatically changing,"gays-and-lesbians,marriage",julaine-appling,"Executive Director, Wisconsin Family Action",Wisconsin,none,0.0,2.0,0.0,0.0,0.0,a radio interview
1327.json,0.0,the mccain campaign did not elaborate on obamas ties to acorn,"elections,ethics",sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"her book, 'Going Rogue'"
1330.json,0.0,in the house health care bill something like 2 percent of the people would be eligible even to get the public option,health-care,ron-wyden,U.S. Senator,Oregon,democrat,0.0,1.0,0.0,3.0,0.0,MSNBC's 'Morning Meeting With Dylan Ratigan'
811.json,0.0,senator mccain would pay for part of his health care plan by making drastic cuts in medicare 882billion worth,health-care,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Roanoke, Va."
8106.json,0.0,says oregons political tax credit is something every state should have and no other state does,taxes,kari-chisholm,,Oregon,democrat,0.0,1.0,0.0,0.0,0.0,an Internet radio interview
10405.json,0.0,president barack obamas policies have resulted in gas prices being reduced from 307 per gallon when he was sworn in in 2009 to 230 today,"energy,job-accomplishments",bobby-scott,U.S. Congressman,Virginia,democrat,1.0,2.0,1.0,5.0,0.0,a news release.
5479.json,0.0,when marcy kaptur fought for the democrats prescription drug benefit for seniors dennis kucinich voted no,"health-care,message-machine-2012,voting-record",marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0.0,2.0,4.0,4.0,0.0,a campaign commercial
13021.json,0.0,i released the most extensive financial review of anybody in the history of politics you dont learn much in a tax return,"candidates-biography,taxes,transparency",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview with ABC News
12150.json,0.0,wisconsins effective unemployment rate is 20 percent,"economy,job-accomplishments,jobs",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech
9769.json,1.0,the milwaukee police department has seized nearly as many firearms this year as the much larger new york city police department,guns,edward-flynn,,,none,1.0,0.0,3.0,2.0,0.0,a news conference
9414.json,0.0,congresswoman roslehtinen has long record of voting against va backlog fixes,veterans,democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a press release
434.json,0.0,among his obamas pet projects is a bill  which would commit the us to spending 07 percent of gross national product on foreign aid,foreign-policy,focus-family-action,,,none,1.0,2.0,0.0,0.0,0.0,an e-mail message
6118.json,0.0,says that under president obama theres been a substantial increase in federal government jobs,"economy,government-efficiency,jobs",rob-portman,U.S. senator from Ohio,Ohio,republican,3.0,5.0,11.0,11.0,1.0,a conference call with reporters
8377.json,0.0,i am the only candidate for lieutenant governor to oppose instate tuition for illegal immigrants,"education,immigration",dan-patrick,Lieutenant governor-elect,Texas,republican,4.0,4.0,3.0,4.0,4.0,"a video advertisement, ""Fight"""
